Time (GMT);Link;Website : subject;Website : member name
04/12/2023 11:13;"https://forums.liveatc.net/index.php?action=dlattach;topic=17410.0;attach=12066";Southwest B738 at Indianapolis on Dec 1st 2023\ engine shut down in flight ;kb4tez 
30/11/2023 19:05;"https://forums.liveatc.net/index.php?action=dlattach;topic=17409.0;attach=12063";United B737 at Newark on Nov 28th 2023 nose gear door issue ;kb4tez 
30/11/2023 13:10;"https://forums.liveatc.net/index.php?action=dlattach;topic=17408.0;attach=12060";1 dead after plane crash in Etowah County identified ;kb4tez 
29/11/2023 19:56;"https://forums.liveatc.net/index.php?action=dlattach;topic=17407.0;attach=12059";Plane veers off Stuart airport runway causing fuel spill ;kb4tez 
28/11/2023 18:23;"https://forums.liveatc.net/index.php?action=dlattach;topic=17405.0;attach=12054";Small plane crash lands on Brooklyn Park highway ;kb4tez 
28/11/2023 14:00;"https://forums.liveatc.net/index.php?action=dlattach;topic=17404.0;attach=12053";AAL1626 Generator Failure Descending into KCLT ;ronr530 
28/11/2023 11:17;"https://forums.liveatc.net/index.php?action=dlattach;topic=17402.0;attach=12052";Short Ditch landing Casa Grande airfield ;kb4tez 
28/11/2023 01:43;"https://forums.liveatc.net/index.php?action=dlattach;topic=16828.0;attach=12051";Re: What I heard on Guard today... ;pinger 
22/11/2023 20:25;"https://forums.liveatc.net/index.php?action=dlattach;topic=17398.0;attach=12050";Pilot Makes Emergency Landing in Field Shortly After Leaving Lakeland ;kb4tez 
22/11/2023 16:49;"https://forums.liveatc.net/index.php?action=dlattach;topic=17397.0;attach=12047";Aspen Pitkin County Airport Gulfstream veers off runway ;kb4tez 
22/11/2023 14:00;"https://forums.liveatc.net/index.php?action=dlattach;topic=16828.0;attach=12046";Re: What I heard on Guard today... ;pinger 
22/11/2023 12:58;"https://forums.liveatc.net/index.php?action=dlattach;topic=17396.0;attach=12045";Happy Thanksgiving to All ;kb4tez 
22/11/2023 11:33;"https://forums.liveatc.net/index.php?action=dlattach;topic=17395.0;attach=12044";Beechcraft departing from Punta Gorda has sparks taking off ;kb4tez 
22/11/2023 11:04;"https://forums.liveatc.net/index.php?action=dlattach;topic=17394.0;attach=12043";Pilot killed after plane crashes in Plano shopping center parking lot ;kb4tez 
21/11/2023 15:53;"https://forums.liveatc.net/index.php?action=dlattach;topic=17393.0;attach=12042";Heard on JFK Approach - Get Your Tango Here!  ;ronr530 
20/11/2023 17:05;"https://forums.liveatc.net/index.php?action=dlattach;topic=17391.0;attach=12041";Emergency landing Yuma Airport Beechcraft 95 ;kb4tez 
20/11/2023 10:49;"https://forums.liveatc.net/index.php?action=dlattach;topic=17390.0;attach=12040";Plane landing at LaGuardia aborts landing 100 feet above ground in near miss ;kb4tez 
17/11/2023 16:14;"https://forums.liveatc.net/index.php?action=dlattach;topic=17384.0;attach=12039";AAR754 Engine Failure on Departure from Singapore ;ronr530 
16/11/2023 13:57;"https://forums.liveatc.net/index.php?action=dlattach;topic=17381.0;attach=12038";One person killed in plane crash in La Jolla ;kb4tez 
15/11/2023 14:32;"https://forums.liveatc.net/index.php?action=dlattach;topic=17380.0;attach=12037";Gear up landing at Frederick Municipal Airport ;kb4tez 
15/11/2023 14:13;"https://forums.liveatc.net/index.php?action=dlattach;topic=17379.0;attach=12036";One dead in the missing plane crash at Paynes Prairie ;kb4tez 
14/11/2023 19:24;"https://forums.liveatc.net/index.php?action=dlattach;topic=17377.0;attach=12033";C172 Near Newport News Declares Emergency ;ronr530 
14/11/2023 11:37;"https://forums.liveatc.net/index.php?action=dlattach;topic=17374.0;attach=12030";Spirit Airlines bird strike Nashville ;kb4tez 
13/11/2023 17:01;"https://forums.liveatc.net/index.php?action=dlattach;topic=17371.0;attach=12029";UAL992 Radio Failure After Departure from KIAD ;ronr530 
13/11/2023 11:20;"https://forums.liveatc.net/index.php?action=dlattach;topic=17370.0;attach=12026";Small airplane crashes into car during crash landing at North Texas airport ;kb4tez 
11/11/2023 18:51;"https://forums.liveatc.net/index.php?action=dlattach;topic=17369.0;attach=12025";"UAL1045 Returns to KEWR Due To ""Trapped"" Fuel in Center Tank ";ronr530 
08/11/2023 13:21;"https://forums.liveatc.net/index.php?action=dlattach;topic=17364.0;attach=12023";United 4295 to Colorado Springs declared an emergency and returned to Denver ;kb4tez 
07/11/2023 11:07;"https://forums.liveatc.net/index.php?action=dlattach;topic=17363.0;attach=12020";JetBlue airplane collides with tug vehicle at SFO tarmac ;kb4tez 
06/11/2023 15:53;"https://forums.liveatc.net/index.php?action=dlattach;topic=17362.0;attach=12019";Experimental airplane lands on road in Novato ;kb4tez 
06/11/2023 12:05;"https://forums.liveatc.net/index.php?action=dlattach;topic=17361.0;attach=12018";Aircraft blew a tire and veered off the runway at Winder Airport ;kb4tez 
06/11/2023 11:40;"https://forums.liveatc.net/index.php?action=dlattach;topic=17360.0;attach=12017";FAA investigating plane crash at Dayton International Airport ;kb4tez 
06/11/2023 11:03;"https://forums.liveatc.net/index.php?action=dlattach;topic=17359.0;attach=12016";Brace brace brace Plane makes emergency landing on narrow gravel road ;kb4tez 
04/11/2023 19:48;"https://forums.liveatc.net/index.php?action=dlattach;topic=17357.0;attach=12015";JZA556 Loss of Cabin Pressure Descending into KJFK ;ronr530 
04/11/2023 12:19;"https://forums.liveatc.net/index.php?action=dlattach;topic=17356.0;attach=12011";Mysterious Beacon ;noraatorium 
03/11/2023 06:19;"https://forums.liveatc.net/index.php?action=dlattach;topic=17355.0;attach=12010";United Airlines flight scrapes tail during takeoff at Logan ;kb4tez 
01/11/2023 15:20;"https://forums.liveatc.net/index.php?action=dlattach;topic=17353.0;attach=12007";AAL556 Hits Birds After Landing at KORD ;ronr530 
31/10/2023 19:23;"https://forums.liveatc.net/index.php?action=dlattach;topic=17351.0;attach=12004";Skywest Bird Strike Denver ;kb4tez 
31/10/2023 12:54;"https://forums.liveatc.net/index.php?action=dlattach;topic=17350.0;attach=12003";EDW298B Aborted Takeoff at LSZH ;ronr530 
30/10/2023 10:38;"https://forums.liveatc.net/index.php?action=dlattach;topic=17348.0;attach=12000";Tour helicopter makes precautionary landing on small island near Honolulu ;kb4tez 
28/10/2023 03:48;"https://forums.liveatc.net/index.php?action=dlattach;topic=17346.0;attach=11997";SFO Tower gets a pretty major shake ;SQK7700 
27/10/2023 14:08;"https://forums.liveatc.net/index.php?action=dlattach;topic=17342.0;attach=11996";DAL984 Bird Strike on Short Final to KATL ;ronr530 
26/10/2023 11:07;"https://forums.liveatc.net/index.php?action=dlattach;topic=17339.0;attach=11995";HeliJet damaged by freak lightning strike between Vancouver, Victoria ;kb4tez 
25/10/2023 10:25;"https://forums.liveatc.net/index.php?action=dlattach;topic=17338.0;attach=11994";130 flights impacted by jets clipping each other ground stop at Hobby Airport ;kb4tez 
23/10/2023 10:58;"https://forums.liveatc.net/index.php?action=dlattach;topic=17336.0;attach=11993";Small plane makes emergency landing near Towne West Mall ;kb4tez 
23/10/2023 10:15;"https://forums.liveatc.net/index.php?action=dlattach;topic=17335.0;attach=11992";Plane crashes near Glandorf ;kb4tez 
23/10/2023 09:40;"https://forums.liveatc.net/index.php?action=dlattach;topic=17334.0;attach=11987";Alaska B738 at Portland  mistaken instruction leads to loss of seperation ;kb4tez 
23/10/2023 03:57;"https://forums.liveatc.net/index.php?action=dlattach;topic=17333.0;attach=11986";Expensive Trip to the Lav on United Flight ;bocon13 
19/10/2023 16:14;"https://forums.liveatc.net/index.php?action=dlattach;topic=17329.0;attach=11984";United Flight Sees Unusual Lights in the Skies Over Virginia ;ronr530 
17/10/2023 11:04;"https://forums.liveatc.net/index.php?action=dlattach;topic=17326.0;attach=11983";Passengers From Cincinnati Bound Plane Evacuated After Aborted Takeoff at PHL ;kb4tez 
16/10/2023 17:54;"https://forums.liveatc.net/index.php?action=dlattach;topic=17323.0;attach=11982";Delta A321 at Detroit on Oct 14th rejected takeoff due to bird strike ;kb4tez 
13/10/2023 09:36;"https://forums.liveatc.net/index.php?action=dlattach;topic=17320.0;attach=11977";Plane crashes at Provo Airport, no injuries ;kb4tez 
12/10/2023 18:24;"https://forums.liveatc.net/index.php?action=dlattach;topic=17318.0;attach=11976";Plane makes emergency landing at Chandler Municipal Airport ;kb4tez 
09/10/2023 09:28;"https://forums.liveatc.net/index.php?action=dlattach;topic=17312.0;attach=11973";Plane makes emergency landing in Northeast Philly field ;kb4tez 
05/10/2023 21:02;"https://forums.liveatc.net/index.php?action=dlattach;topic=17308.0;attach=11968";UAL329 Aborts Takeoff at KDEN Due to Fire Warning ;ronr530 
05/10/2023 10:52;"https://forums.liveatc.net/index.php?action=dlattach;topic=17307.0;attach=11967";Fedex at KCHA on Oct 4hydraulic problem, unsafe gear, main gear up landing ;kb4tez 
04/10/2023 10:14;"https://forums.liveatc.net/index.php?action=dlattach;topic=17305.0;attach=11964";2 dead 1 injured in plane crash into Newberg home ;kb4tez 
03/10/2023 15:52;"https://forums.liveatc.net/index.php?action=dlattach;topic=17304.0;attach=11963";Hawaiian Airlines flight from Las Vegas to Honolulu struck by lightning ;kb4tez 
02/10/2023 10:50;"https://forums.liveatc.net/index.php?action=dlattach;topic=17302.0;attach=11962";Pilot passenger hospitalized after accident at Waupaca Municipal Airport ;kb4tez 
29/09/2023 16:33;"https://forums.liveatc.net/index.php?action=dlattach;topic=17299.0;attach=11961";The helicopter struck a duck that went through the pilot's windscreen ;kb4tez 
29/09/2023 14:13;"https://forums.liveatc.net/index.php?action=dlattach;topic=17298.0;attach=11960";UPS2111 MD-11 Engine Failure Departing KJFK ;ronr530 
28/09/2023 18:52;"https://forums.liveatc.net/index.php?action=dlattach;topic=17294.0;attach=11959";Re: DAL291 From CDG Diverts to KMSP ;kb4tez 
28/09/2023 16:00;"https://forums.liveatc.net/index.php?action=dlattach;topic=17295.0;attach=11958";Small Plane Makes Rough Landing at Santa Barbara Airport ;kb4tez 
28/09/2023 14:27;"https://forums.liveatc.net/index.php?action=dlattach;topic=17294.0;attach=11955";DAL291 From CDG Diverts to KMSP ;ronr530 
28/09/2023 10:04;"https://forums.liveatc.net/index.php?action=dlattach;topic=17293.0;attach=11952";Stinson 108 landing crash at San Diego Gillespie  ;kb4tez 
27/09/2023 14:46;"https://forums.liveatc.net/index.php?action=dlattach;topic=17292.0;attach=11951";Small plane makes emergency Grand Junction ;kb4tez 
27/09/2023 13:43;"https://forums.liveatc.net/index.php?action=dlattach;topic=17291.0;attach=11950";Interesting Pilot Exchange on 123.45 ;ronr530 
27/09/2023 09:56;"https://forums.liveatc.net/index.php?action=dlattach;topic=17289.0;attach=11947";Southwest B737 near Baltimore on Sep 25th hydraulic leak ;kb4tez 
26/09/2023 09:34;"https://forums.liveatc.net/index.php?action=dlattach;topic=17288.0;attach=11946";2 hospitalized after small plane crashes on soccer field ;kb4tez 
25/09/2023 13:23;"https://forums.liveatc.net/index.php?action=dlattach;topic=17287.0;attach=11944";Pittsburgh Steelers Charter Plane Makes Emergency Landing  ;kb4tez 
25/09/2023 10:32;"https://forums.liveatc.net/index.php?action=dlattach;topic=17286.0;attach=11943";Pilot and passenger walk away from emergency crash landing at Ottawa Airport ;kb4tez 
21/09/2023 20:53;"https://forums.liveatc.net/index.php?action=dlattach;topic=17284.0;attach=11942";2023 Winners of the 19th Annual Archie League Medal of Safety Awards ;kb4tez 
19/09/2023 20:04;"https://forums.liveatc.net/index.php?action=dlattach;topic=17280.0;attach=11941";Delta Air Lines  Emergency Following Possible Lightning Strike ;kb4tez 
18/09/2023 19:21;"https://forums.liveatc.net/index.php?action=dlattach;topic=17278.0;attach=11940";Spirit A320 at Memphis on Sep 18th bird strike ;kb4tez 
18/09/2023 10:39;"https://forums.liveatc.net/index.php?action=dlattach;topic=17276.0;attach=11939";Calmest Bird Strike Ever ;kb4tez 
18/09/2023 10:14;"https://forums.liveatc.net/index.php?action=dlattach;topic=17275.0;attach=11938";Business jet veers off runway at BWI Marshall Airport ;kb4tez 
14/09/2023 19:21;"https://forums.liveatc.net/index.php?action=dlattach;topic=17273.0;attach=11931";EDV5316 Smoke in the Cockpit ;ronr530 
13/09/2023 18:18;"https://forums.liveatc.net/index.php?action=dlattach;topic=17271.0;attach=11930";DLH493 Returns to Vancouver with Gear Problems ;ronr530 
13/09/2023 16:40;"https://forums.liveatc.net/index.php?action=dlattach;topic=17270.0;attach=11929";Air China Flight Declares Mayday ;ronr530 
12/09/2023 13:28;"https://forums.liveatc.net/index.php?action=dlattach;topic=17269.0;attach=11928";Cessna 172 crashed on approach to Iqaluit Airport (YFB/CYFB) ;kb4tez 
11/09/2023 14:07;"https://forums.liveatc.net/index.php?action=dlattach;topic=17267.0;attach=11927";F-16 Emergency at KTOL creates fuel issues for Allegiant 1047 ;gillmores 
09/09/2023 19:49;"https://forums.liveatc.net/index.php?action=dlattach;topic=17266.0;attach=11926";Beechcraft 200 Super King Air - N220KW - KORD Crash ;beckerm13 
07/09/2023 10:44;"https://forums.liveatc.net/index.php?action=dlattach;topic=17264.0;attach=11924";Pilot survives plane crash after engine failure over field in western Ft Pierce ;kb4tez 
06/09/2023 19:34;"https://forums.liveatc.net/index.php?action=dlattach;topic=17262.0;attach=11921";Canada BCS3 at Toronto on Aug 24th smoke and fumes on board ;kb4tez 
05/09/2023 10:14;"https://forums.liveatc.net/index.php?action=dlattach;topic=17260.0;attach=11920";Small plane crashes in Compton neighborhood near airport ;kb4tez 
04/09/2023 07:35;"https://forums.liveatc.net/index.php?action=dlattach;topic=17258.0;attach=11919";AAL1388 and SWA2286 Close Call at KPHX ;Fryy 
01/09/2023 09:41;"https://forums.liveatc.net/index.php?action=dlattach;topic=17257.0;attach=11918";Possible Bird Strike at KPBI Delta 1149 ;kb4tez 
31/08/2023 19:37;"https://forums.liveatc.net/index.php?action=dlattach;topic=17255.0;attach=11917";SFO blocked transmissions and go arounds Longboat 73D Heavy / Gulfstream N311CG ;SQK7700 
30/08/2023 09:51;"https://forums.liveatc.net/index.php?action=dlattach;topic=17254.0;attach=11916";Piper PA32 goes down near Haines City Florida ;kb4tez 
29/08/2023 14:46;"https://forums.liveatc.net/index.php?action=dlattach;topic=17253.0;attach=11915";Execjet 343 We really need to find out what made him laugh so hard! ;trickie 
29/08/2023 11:14;"https://forums.liveatc.net/index.php?action=dlattach;topic=17252.0;attach=11914";United B763 at Chicago on Aug 27th rejected takeoff due to engine fire ;kb4tez 
28/08/2023 15:40;"https://forums.liveatc.net/index.php?action=dlattach;topic=17250.0;attach=11911";Fire rescue helicopter crash in Florida sends 2 to hospital ;kb4tez 
28/08/2023 14:30;"https://forums.liveatc.net/index.php?action=dlattach;topic=17249.0;attach=11910";Huge blast near Bucharest reported ;tgpetrica 
28/08/2023 09:44;"https://forums.liveatc.net/index.php?action=dlattach;topic=17246.0;attach=11909";Delta B739 at Ft Myers on Aug 24th 2023 bird strike ;kb4tez 
24/08/2023 09:44;"https://forums.liveatc.net/index.php?action=dlattach;topic=17243.0;attach=11907";One killed in West Jordan plane crash ;kb4tez 
22/08/2023 10:02;"https://forums.liveatc.net/index.php?action=dlattach;topic=17242.0;attach=11904";No one hurt when plane's brakes fail at Wheeling airport ;kb4tez 
22/08/2023 09:45;"https://forums.liveatc.net/index.php?action=dlattach;topic=17241.0;attach=11903";No injuries reported after plane runs off Napa airport runway ;kb4tez 
21/08/2023 10:36;"https://forums.liveatc.net/index.php?action=dlattach;topic=17239.0;attach=11900";Janet Boeing 737 66N was struck by lightning  ;kb4tez 
21/08/2023 09:52;"https://forums.liveatc.net/index.php?action=dlattach;topic=17238.0;attach=11899";Plane makes emergency landing in Windsor, pilot OK ;kb4tez 
16/08/2023 22:48;"https://forums.liveatc.net/index.php?action=dlattach;topic=16828.0;attach=11896";Re: What I heard on Guard today... ;pinger 
15/08/2023 14:48;"https://forums.liveatc.net/index.php?action=dlattach;topic=17235.0;attach=11895";Plane crashed at the Capital Region International Airport ;kb4tez 
14/08/2023 17:20;"https://forums.liveatc.net/index.php?action=dlattach;topic=17231.0;attach=11894";SVMI / SVZM fail audio from SECTOR 6 Maiquetia ATC Venezuela YV ;Telfoxtro 
10/08/2023 10:44;"https://forums.liveatc.net/index.php?action=dlattach;topic=17228.0;attach=11893";Plane crashes onto Pitt Meadows farm Canada ;kb4tez 
08/08/2023 10:00;"https://forums.liveatc.net/index.php?action=dlattach;topic=17225.0;attach=11892";Plane makes emergency landing at Dane County Regional Airport ;kb4tez 
07/08/2023 09:56;"https://forums.liveatc.net/index.php?action=dlattach;topic=17222.0;attach=11889";Small plane lands on its nose at Bend Airport ;kb4tez 
04/08/2023 09:58;"https://forums.liveatc.net/index.php?action=dlattach;topic=17217.0;attach=11876";2 people injured after plane lands on its roof ;kb4tez 
